"id","city","fullSummary"
"127","Emeryville, CA, USA","The Vituity Team. Our corporate healthcare team includes change makers with a broad range of training and expertise. We innovate using our diverse business, analytic, and communications skills to tackle the challenges of todayís complex healthcare landscape. We collaborate, cooperate, and celebrate our unique contributions because we know we can achieve more together than we can alone. We have a passion for building a culture that cares for our employees, our clients, and our patients.From our administrators and management consultants to our recruiters, data and financial analysts, developers, and marketersówe help the providers and health systems we serve improve patient outcomes, operational efficiencies, revenue, and job satisfaction.As a member of the Vituity team, youíll put your skills to work helping our providers improve the care of the 6 plus million patients our providers treat annually in over 250 practices throughout the United States. Youíll have the recognition and support you need to grow professionally. And youíll have the opportunity to discover work you love in a family oriented company that wants you to succeed.JOB SUMMARY: Data Scientist is responsible for mining complex data and designing new ways to incorporate vast information and data with a focus on managing statistical data. Create different models based on the full-scope needs of Vituity. Process research information for easier consumption and transform it into actionable plans. Provide value-added enterprise level reporting and business analytics through findings and thoughtful insights. This roleís primary focus will be in applying data mining techniques, doing statistical analysis, and building prediction systems that can be assimilated into our products or provide value as a stand-alone project. The position will be a part of our Applied Analytics team, with a focus on developing meaningful ways to track, understand, and ultimately improve our business. This individual will need to provide high quality work in a constantly changing environment and work effectively in a team environment, including interactions with customers, peers, clinicians, and management. PRIMARY RESPONSIBILITIES:Mine complex data and design new ways to incorporate information for Vituity staff. Apply data mining techniques, conduct statistical analysis, and build prediction systems to be assimilated into Vituityís products or provide value as a stand-alone project. Collaborate with appropriate stakeholders and SMEs to understand the full-scope business needs. Develop innovative value-added analytical processes to support client and provider goals. Create different models based on the full-scope needs of Vituity. Process research information for easier consumption and transform it into actionable plans. Provide value-added enterprise level reporting and business analytics through findings and thoughtful insights.Gather requirements for customized solutions and provides alternative solutions. With an understanding of business needs, translate data models into long-term solutions. Understand and communicate project activity, and produce measurable improvements in business performance metrics.Perform and interpret data studies and product experiments concerning new data sources or new uses for existing data sources.Develop Intra-Team Collateral (20%)Develop prototypes, proof of concepts, algorithms, predictive models, and custom analysis. Provide analytical and research services to support enterprise level reporting and business analytics. Extend companyís data with third party sources of information as needed. Process Improvement (10%)Research new and existing data sources in order to contribute to new development, improve data management processes, and make recommendations for data quality initiatives. Design and build new data set processes for modeling, data mining, and production purposes. Create automated anomaly detection systems (signal/noise). Determine new ways to improve data and search quality, as well as predictive capabilities. Process, cleanse, and verify the integrity of data. Cleanse and transform data from raw data inputs. Documentation (10%)Create documentation of business processes, training procedures, and standard operating procedures. Define data specification, flow mappings, and business logic documentation associated with new or modified product data capture requirements. Adhere to specific, strict company and industry guidelines concerning privacy and confidentiality of electronic health records (EHR).Observe data privacy rights to avoid legal issues and maintain compliance with applicable federal and state health privacy laws and organizational policies regarding electronic health information exchange. Ad Hoc (10%)Perform ad-hoc analysis and present results in a clear manner.Help build and routinely extraction from Hadoop for analytic purposes. Work on complex problems where analysis of situations or data requires in-depth evaluation of various factors.MINIMUM QUALIFICATIONS: Formal Education & CertificationAn advanced degree (M.S., PhD.), preferably in Statistics, Computer Science, Applied Mathematics, Physical or Life Sciences, Economics, or a related technical field. Knowledge & ExperienceSQL skills, including experience querying large, complex data sets.Minimum five years of experience with MS SQL Server TSQL or Oracle RAC, PL/SQL, including experience with query optimization, indexing, replication, data presentation to business users. Experience with supervised and unsupervised modeling.Strong analytical and problem-solving skills.Organized, goal-oriented, self-starter, able to manage multiple tasks from start to completion with limited supervision.Proficiency using data analysis tools such as SAS, R, Stata, or Python (numpy, pandas). Experience working with relational and NoSQL data sources.Experience using statistics and machine learning to solve complex business problems.Solid foundation in analytics, with proven history of data-oriented project completion.Experience in the healthcare industry is a plus.Knowledge of BI tools such as Tableau and Qlik is a plus.Personal AttributesDemonstrates and promotes a workplace culture of innovation, high performance, accountability, commitment, respect and teamwork.Ability to manage time and workload effectively which includes planning, organizing, and prioritizing with attention to details.Demonstrate ability to prioritize, multi-task, and work with minimal supervision in a team environment. Aptitude to quickly come up to speed on new technology concepts.Must be independent and motivated to learn new skills.Maturity to strike a balance between showing initiative and seeking appropriate guidance and input from others.Results-focused, proactive and detail-oriented.Nimbleness and comfort with ambiguity.Why Vituity?When you work at Vituity, you share your talents with an awesome team that makes coming to work empowering and fun. Thatís why our employees have voted us a Best Place to Work in the Bay Area for nine years. That, and some pretty incredible benefits:Competitive benefits package: Superior health plan options, best in class 401(k) plan (with a very generous company match like youíve never seen before), 3 weeks paid vacation in your first year, tuition reimbursement policy, paid sabbaticals, and more!A Culture of Caring: We not only like working together, but care about one another personally and professionally. We host fun staff activities, health and wellness programs, employee recognition programs, and so much more. Location: We are located in the Emeryville Watergate business park overlooking the San Francisco Bay -- just minutes away from San Francisco and the East Bay.Your Life. Your Career. Your Success. Apply Today! Vituity is an Equal Opportunity Employer."
"128","Redwood City, CA, USA","About AutoGrid SystemsAt AutoGrid, you will join a team helping to accelerate the worldís transition to a clean, affordable and reliable energy system. Weíre a growing and award-winning clean-technology company driving the fundamental transformation of the electrical grid into a distributed, decarbonized and digitized network of connected assets. You will collaborate with a team of world-class software, data and energy experts working at the forefront of advanced data science, artificial intelligence, machine learning and high-performance computing. With more than 3,000 megawatts of flexible capacity under contract with energy companies around the globe, our solutions give you an opportunity to make a real-world impact. If you are passionate about using technology to improve society and love a fun, fast-paced work culture with opportunities for continuous learning and advancement, you will love AutoGrid.Position OverviewAs a member of the data science team you will develop AutoGridís predictive controls platform. This high-performance forecasting, optimization and real-time control engine is the core component responsible for intelligently and continuously managing complex energy networks.ResponsibilitiesDevelop and maintain forecasting and optimization algorithms for AutoGrid's machine learning and predictive control systemsImplement and deploy your algorithms on big-data platforms, in productionBenchmark and debug critical issues with the algorithms and software as they arisePrototype new methods and analyses on customer data setsWork closely with product management, engineering and QA teams to manage the full product lifecycle including requirements, architecture, algorithmics and QAAbout youMS. or Ph.D. in computer science, operations research, statistics or related fieldExposure to very large forecasting and optimization problems and techniques, including large-scale time series forecasting and stochastic linear programmingGood understanding of algorithms, data structures and performance optimization techniquesExcellent programming skills in Python, Java or C++Nice to haveExperience building production python applications. Specifically, knowledge of the Celery and Django frameworks is a plusHands-on experience with the energy industryUnderstanding of and experience with Big Data / NoSQL frameworks, Spark, HBase, Hadoop / MapReduce, HDFS, etc.Knowledge of relational databases (SQL)"
"129","San Jose, CA, USA","<b>Role: Data Scientist<br /> Location: San Jose, CA<br /> Job Type: Full Time/Permanent</b><br /> <b>Experience requirement</b> <ul> <li> 3-5 years total Analytics experience with 1-2 years of experience in Data Science Techniques (Classification, Prediction, Machine Learning, Unsupervised Clustering) and excellent working knowledge of R </li> <li> Creative thinker who knows how to create real-world analytical products </li> <li> Proven experience with large data sets and related technologies, e.g., Hadoop, Pig, Spark. Knowledge of SQL and NoSQL is required </li> <li> Good communication skills, ability to work with large cross-functional teams of technical and non-technical members </li> <li> A data miner. Be able to extract patterns from large sets of data in order to deliver business insights from data </li> <li> Exposure to e-commerce / Marketplace knowledge and number-heavy areas such as Operations, Marketing, Finance etc. will be preferred </li> </ul> <b>Education:</b> Math/Statistics graduate, Masters preferred <b>Skills needed:</b> SQL, R or Python, Tableau"
"130","San Jose, CA, USA","Title: Data Scientist with Ph.D. degreesDuration: Full timeLocation: San Jose, CANeed only local. Mode of the interview is face2face.Looking minimum 5+ years of experience.Must have:Ph.D. Must. Preferably candidates worked in Top IT Companies that deal with dynamic, multi-dimensional data sets.Scripting experience is must.Python/R language/Matlab/JavaScript etc.Deep learning experience must.Machine Learning is must.spark experience must.Familiarity with Big data is needed.Job Description:Experience in algorithms for information extraction at scale and strategies for dealing with heterogeneous, unfiltered data sets from diverse sources.Experience in developing and maintaining the machine-learning models that focus on big data on network and IoT.Need strong background in software systems development, experience in system and data mode"
"131","San Jose, CA, USA","Our client, based in San Jose CA, is an AI powered Talent Intelligence Platform. Company is backed by a top Silicon valley venture fund. Trained by top legal recruiting experts, Companyís innovative AI Talent Intelligence Platform curates and recommends the best matches for legal talent & their prospective employers. With unparalleled speed and accuracy, our AI is the ANTI-bias answer to the conventional recruiting problem. Our best-in-class technology not only aims at reducing the bias in hiring, but increasing the hiring among underrepresented groups. Position Summary:As a Data Scientist you will be responsible for researching and building machine learning and natural language processing applications to extend Companyís personalization platform. You will work as part of our highly collaborative R&D team, and your solutions will directly and rapidly impact our business. This includes researching and developing models, algorithms, and applications; analyzing raw source data and derived data; presenting findings; and building tools.Key Responsibilities:Develop an understanding of Company and proprietary datasets.Use your machine learning expertise to research and recommend the best approaches to solving our technology and business problems.Design, implement, and validate your solutions using Scala or Python on a large state-of-the-art cluster.Work with our Engineering teams to integrate your solutions into Company.About You:A Ph.D., (or Masterís degree plus at least 8 yearsí relevant experience), in Computer Science, Statistics, Linguistics, Mathematics, Economics, Physics, or a related scientific discipline.At least 5 years of experience working with large datasets for drawing business insights. Work experience at leading high tech companies such as Google, Amazon, and Facebook etc. is highly desirable.Research experience and coursework in Machine Learning.Fluency in Python programming.Experience with large data sets.Strong understanding of statistics and modeling techniques.Desire to work in a highly collaborative environment.Experience with Natural Language Processing, Information Retrieval, or Recommender Systems.Experience with distributed computing, such as Hadoop, Spark, or related technologies would also be an added advantage.Experience with mathematical optimization, control theory, time-series analysis would also be an added advantage.Sponsorship is available for this position"
"132","Palo Alto, CA, USA","Company DescriptionALTEN Calsoft Labs is an engineering and IT services company that innovates, integrates and transforms business leveraging digital technology.Job DescriptionCreate dashboards, reports and metrics that help answer a variety of product and business questionsDevelop deep knowledge of data assets, develop common cross-product data aggregate views for use by multiple teamsPerform hands on work using Python or R , able to write complex SQLís, understand API and be able to consume/write APIís as neededSupport teams with day-to-day operations around data and analytics needsMonitor SaaS industry statistics to help define benchmarks and measure performancePrepare reports of findings, illustrating data graphically and translating complex findingsBe a champion for high quality data-driven decision-making on your team and throughout the companyQualificationsExpertise in writing advanced SQL queries.Strong data analytics background and proven record with earlier projects .Proficient in Python/R statistical processing libraries such as NumPy, Pandas, SciPy, Scikit-Learn, etc.Competency with data visualization (Matplotlib, Seaborn, etc) and analysis tools ( Tableau, Mode Analytics, etc.)Proven ability to own data science initiatives end-to-end.Familiarity with Amazon Web Services (AWS), Redshift is a plus.Nice to have experience with creating ,managing Jenkins job for data pipeline automation.Masters or Bachelorís degree in Computer science, Statistics, Mathematics, Engineering or relevant .field.Additional InformationAll your information will be kept confidential according to EEO guidelines."
"133","San Jose, CA, USA","Our client, based in San Jose CA, is Intelligence Platform. is backed by a top Silicon venture fund. Trained by top legal recruiting experts, Company's innovative AI Talent Intelligence Platform curates and recommends the best matches for legal talent & their prospective employers. With unparalleled speed and accuracy, our AI is the answer to the conventional recruiting problem. Our best-in-class technology not only aims at reducing the bias in hiring but increasing the hiring among underrepresented groups.Position Summary:As a Data Scientist, you will be responsible for researching and building machine learning and natural language processing applications to extend the Company's personalization platform. You will work as part of our highly collaborative R&D team, and your solutions will directly and rapidly impact our business. This includes researching and developing models, algorithms, and applications; analyzing raw source data and derived data; presenting findings; and building tools.Key Responsibilities:Develop an understanding of Company and proprietary datasets.Use your machine learning expertise to research and recommend the best approaches to our technology and business problems.Design, and validate your solutions using Scala or Python on a large state-of-the-art cluster.Work with our Engineering teams to integrate your solutions into Company.About You:A Ph.D., (or Master's degree plus at least 8 years' relevant experience), in Computer Science, Statistics, Linguistics, Mathematics, Economics, Physics, or a related scientific discipline.At least 5 years of experience working with large datasets for drawing business insights. Work experience at leading high tech companies such as Google, Amazon, and Facebook etc. is highly desirable.Research experience and coursework in Machine Learning.Fluency in Python programming.Experience with large data sets.Strong understanding of statistics and modeling techniques.to work in a highly collaborative environment.Experience with Natural Language Processing, Information Retrieval, or Recommender Systems.Experience with distributed computing, such as Hadoop, Spark, or related technologies would also be an added advantage.Experience with mathematical optimization, control theory, time-series analysis would also be an added advantage.What you will have at Company:Experience building a transformative product.Flexible work schedule.End-to-end ownership of your projects.the work environment in the heart of Silicon Valley.Access to the building center.Competitive salary, health benefits, early stage Stock Options.A great team who will fight beside you in the trenches to accomplish your goals."
"134","San Jose, CA, USA","Company DescriptionDid you know that Money Laundering is a primary enabler of criminal activity like drug trafficking, smuggling, terrorism, and corruption around the world with an estimated $2.3 Trillion laundered annually? Criminals are becoming more and more sophisticated in rapidly innovating new ways to launder money and current methods of detecting money laundering are antiquated and ineffective. Quantiplyís Sensemaker application suite and platform solutions use AI and machine learning algorithms to identify money laundering and other criminal activities and automatically recommend mitigation strategies and actions. If you are looking for an opportunity to work on complex business problems using the latest AI and Machine Learning technologies, work with best and brightest in crafting innovative solutions while making a positive impact on society, Quantiply is the place for you.Job DescriptionIn this role, you will be part of a brand new, trend setting Cognitive Intelligence team which is applying Machine learning and AI to solve complex, business critical problems in the financial services industries. This position within the Cognitive Intelligence team presents a unique and rare opportunity to get in on the ground floor within a fast-growing business and help shape the technology, product, and business. As a real-time transactional intelligence service, our solutions have to be scalable, secure, efficient, and extremely fault-tolerant.A successful candidate will bring: deep technical and software expertise; ability to define visionary, ground breaking products; desire to have an industry-wide impact; and an ability to work within a fast moving, startup environment to rapidly deliver services that drive broad business impact.Responsibilities:Apply your expertise in designing, implementing and validating unsupervised deep learning, reinforcement learning and bayesian models.Present exploratory findings to both, technical and management teams, verbally and in writing.Partner with Product and Engineering teams to explore new opportunities.Engage in collaborating across team members to meet research and product goals.Influence product features and product roadmap through exploratory analysis.QualificationsMinimum qualifications:PhD in machine learning, statistics, computer science, neuroscience, bioinformatics, game theory or equivalent practical experience.Strong knowledge of machine learning and statistics.Strong knowledge of designing algorithms.Some experience in Python and Tensorflow.Preferred qualifications:Strong knowledge of deep learning.Strong knowledge of reinforcement learning.Strong experience in Tensorflow or similar frameworks.Working experience in C++.Additional InformationAll your information will be kept confidential according to EEO guidelines."
"135","Mountain View, CA, USA","Do you love working for companies that make the world a better place?† We recently received FDA approval on our medical device that is saving lives.† We love people who have challenged the status quo, disrupt industries and have brought innovation into market.† We are looking for Data Scientists with experience in signal processing, time-series analysis, pattern recognition and machine learning.††To improve your odds of an interview, schedule here: https://calendly.com/jake-villarreal/calendarThe Work:†Working with the founders and Data Scientist team, focused on biological signal processing and algorithm development for biomedical applications. The Role:6+ years of experience in signal processing, statistical data analysis, pattern recognition and machine learningProficient in one of the following:†Matlab,†Python,†R or similar programming languageExperience and interest in biological signal processing and algorithm development for biomedical applications†Strong analytical skills, detail-oriented and collaborativeMS or PhD in Electrical Engineering, Computer Science, Statistics, or equivalent disciplines†"
"136","Sunnyvale, CA, USA","Company DescriptionThe Bosch Center for Artificial Intelligence provides services in AI technologies to Boschís business units and plants. The center works in collaboration with a large team of researchers, engineers, and software service providers. Our data mining methods and solutions are implemented in a modern distributed architecture in order to scale up to very large data sets.Artificial intelligence technologies are impacting Boschís products and services in many domains: manufacturing, predictive maintenance, vehicle diagnostics, supply chain, large-scale simulations, etc. This is a technical position for someone who is skilled at bringing together disparate technologies to solve business problems.Job DescriptionPrimary Responsibilities:Execute complex data science / data engineering projects that have a significant impact on Bosch global business.Share knowledge by clearly articulating results and ideas to customers, managers, and key decision makers.Collaborate with product, engineering, and marketing teams across many Bosch business domains (automotive, industrial, internet of things) to translate business needs into technical solutionsSelect and apply appropriate statistical, machine learning, and computing methods to large-scale, high-dimensional dataDevelop analytic methods for decision support in various Bosch businessesStay current with the latest research and technology and communicate your knowledge throughout the enterpriseTake responsibility for preparing data for analysis, review data preparation/ETL code and provide critical feedback on issues of data integrityContribute to Bosch's patent portfolioUp to 10% travel may be required.QualificationsBasic Qualifications:M.S. in Computer Science, Statistics, Mathematics, Industrial Engineering, Computer Engineering, Electrical Engineering, Physics, or Bioscience3+ year programming experience in at least 1 of the following: Python, Java, Scala, R, C++2+ years professional work experience in Data Science with focus on Probabilistic Graphical Models, Bayesian NetworksPreferred Qualifications:Ph.D. in Computer Science, Statistics, Mathematics, Industrial Engineering, Computer Engineering, Electrical Engineering, Physics, or BioscienceStrong background in statistics, machine learning, and/or big data processingExperience working with big data tool chains (e.g. Hadoop & Spark ecosystems)Experience with neural networks and deep learning methods, a plusStrong analytical and problem solving skillsExcellent communication skillsAdditional InformationBy choice, we are committed to a diverse workforce - EOE/Protected Veteran/Disabled.BOSCH is a proud supporter of STEM (Science, Technology, Engineering & Mathematics)Initiatives:FIRST Robotics (For Inspiration and Recognition of Science and Technology)AWIM (A World In Motion)"
"137","","Position Title: Data Scientist Position Number: 297820Location: San Jose, CADesired Skill Set:Data Scientist, Python, SQLPosition Description:**C2C and STEM-OPT are not available****Only U.S. Citizens and those authorized to work in the U.S. can be considered as W2 candidates.** Job title: Data ScientistDuration: 12 MonthsLocation: San Jose, CA 95125Description: We look for inquisitive, life long learner with a keen interest on data driven decision making, e-commerce business and understanding customer behaviour. If this is you, read on! This position joins a team of data scientists / analysts working in a fast-faced, multidisciplinary, international environment focused on growing our business of Affiliate Marketing & Strategic Partnerships. You will collaborate with marketers and engineers to shape the Client customer experience. Flexibility and ability to learn quickly is vital as team members work on a wide variety of projects and rotate domains/roles/responsibilities regularly. Candidates must be highly self-motivated and work well with project deadlines. Responsibilities: ï Work with stakeholders to find workable solutions to our business problems on data. This will require ability to translate problems stated in business terms into quantitative approaches leading to projects starting small and aspiring to grow big if preliminary results are promising. ï Understand and develop measurement frameworks to track business performance ï Support Product and Engineering teams on assessing initiatives and guide via data insight next steps and priorities. ï Self-starter. Keep balance between starting as many promising workstreams as we can possibly afford while leading a short selection of projects to full completion and final application. Requirements: ï +3 years of experience, preferably in Marketing Analytics, preferably on B2C industry leader on positions with high visibility, responsibility and showing ability to transform and disrupt. ï Degree in a STEM discipline, Master degree or postgraduate education a big plus. ï Adept at problem solving using both textbook methods and novel viewpoints. Conscious risk taker, opportunity driven, motivated by innovative approaches out of our comfort zone. ï Able to spot and pursue opportunities as well as to translate high-level directions into practical projects and lead/drive their completion with minimal supervision. ï Excellent understanding of machine learning techniques and algorithms ï Experience with common data science and statistical toolkits / software environments: Hadoop, R, Python, others. ï Excellent scripting and programming skills: SQL is a must have. ï Experience on experimentation and qualification on statistical testing. ï Strong written and verbal communication skills, seasoned influencing skills. #CBRose#Send me a reminder to complete this applicationRose International is an Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, age, sex, sexual orientation, gender (expression or identity), national origin, arrest and conviction records, disability, veteran status or any other characteristic protected by law. Positions located in San Francisco and Los Angeles, California will be administered in accordance with their respective Fair Chance Ordinances.Rose International has an official agreement (ID #132522), effective June 30, 2008, with the U.S. Department of Homeland Security, U.S. Citizenship and Immigration Services, Employment Verification Program (E-Verify).(Posting required by OCGA 13/10-91.)"
"138","San Jose, CA, USA","Job Purpose and Background/Context: To be a part of the Analytics Solutions team. The Analytics Solutions team helps in identifying strategic decisions and business innovation for pioneering the next generation enterprise practices in the Analytical & Advisory space across domains. The Analytics Solutions supports classifying future growth initiatives, market opportunities and charting the roadmap with competitive offerings, new products and services besides identifying scales and means for optimization. The position supports development and maintenance of quantitative models and provides analytical leadership to one or more functions Technology, Insurance, Telecommunication, Travel, Banking, Mortgage, Retail, Healthcare, and Government. Key Responsibilities: - Set the vision and direction to the team ñ strategically, technically and tactically - Establish and improve data collection, engineering, analysis and modeling practices and processes - Support senior management with integrating data science, analytics into decision making and the portfolio of products and services - Challenge the team to drive new solutions - Provide independent in-depth strategic modeling approach for specific domain - Model Validation and Ensuring proper model implementation through analytics with proper documentation of analytical findings for record - Attract, mentor, manage, and develop data analyst and data scientist talent - Participate in Analytics Solutions Training events to impart industry knowledge - Support Competency development by providing materials supporting Analytics solutions Initiatives in marketing and solutions - Support Product R&D initiative by providing Advanced Statistical Insights & Algorithms The selected candidate will be involved in the whole process of model development, including developing a research agenda to support internal and external client needs, model calibration, testing and documentation, assisting in the production-quality model implementation, and writing and presenting research papers. Person Specification Knowledge/Experience: - 5-8 years of relevant and hands-on work experience in Analytics & Data Science firms - Very good verbal and written communication skills, Analytical skills and story telling skills - Demonstrates Leadership skills including: communicates authentically; strong business acumen; ability to execute strategic vision; takes accountability for driving excellent results; manages change and ambiguity. - Experience in managing large, complex projects with multiple deliverables simultaneously - Must have hands-on experience developing data science solutions - from concept to production - Must have experience prototyping and implementing data science solutions in an enterprise - Analyze client needs and drive towards impactful business outcomes - Understanding of the issues and future challenges in more than one domain on Analytics ( Technology, Insurance, Telecommunication, Travel, Banking, Mortgage, Retail, Healthcare, and Government) by working for a research or consulting company / Financial Services organizationCompetencies/Skills: - Conceptualize, build, implement and improve solutions using a variety of Statistical models, Machine Learning. Deep Learning and Optimization techniques, on large data sets - Present advanced concepts and techniques to senior executives and develop trusted and highly respected relationships with customers and colleagues. - Collaborate with Data Scientist and Software Developer colleagues to research, debate, experiment and devise highly effective solutions based on Original Thinking. - Drive client engagements focused on Big Data and Advanced Business Analytics, in diverse domains such as product development, marketing research, public policy, optimization, and risk management. - Expertise in text analytics. Experience Word2Vec, GloVe, LDA etc. - Programming skills in Python or R - Knowledge of Big data technologies like Hadoop, Spark etc., - Proficiency in statistical analysis languages and software packages (such as SAS, SPSS, R, etc. - Expertise in supervised and unsupervised learning. Experience in libraries such as Scikit learn etc. and use of machine learning in at least 2 projects - Experience in Deep learning and Neural networks such as CNTK, MXNet, TensorFlow. Should have done at least 2 projects using one of the mentioned technologies - Be able to navigate data sources from converting raw data into meaningful and actionable insights to gathering qualitative information from stakeholders. - Very good with Excel, Powerpivot, data models et al. - Experience in data access from databases, ability to write complex SQL queries - Experience in BI tool such as Tableau, PowerBI, Tibco Jaspersoft etc., Educational Qualifications: - Advanced degree with Math, Statistics or Computer science - Strong mathematical background with ability to understand algorithms and methods from a mathematical viewpoint and an intuitive viewpoint"
"139","Santa Clara, CA, USA","Data ScientistSanta Clara, CAFull-Time, Direct-HireSalary: 112K to 141K (depending on experience), Yearly Bonus, Great BenefitsU.S. Citizen, Green Card Local SF Bay Area candidates onlyMy client has the listed job need -Responsibilities:As a member of the Data Team you will work on data analysis and predictive modeling ofsensor data collected from the car and mobile phones. Looking for someone who will enjoyworking as a ìhands onî scientist with other data scientists and engineers on Data Mining andPredictive Modeling. You will work on productizing exciting new research from the industry oracademia and extracting value from large amounts of data generated from consumers using ourservice. You will work on many different projects involving different parts of the code base.Youíll work both on improving existing software and creating entirely new components.Job Duties:Code, test, deploy and maintain tools and applications for developing state of the artsolutions.Automating large-scale data processing in distributed computing environment.Work closely with product management, user experience and engineering peers todetermine feature requirements.Requirements:A passion for developing and delivering great software, especially targeted towardsconsumer applicationsMasters in Mathematics, Statistics, or Computer Science2 + yearsí experience with Machine LearningProficient in Java and Python (This is a MUST HAVE)Strong Algorithmic development skillsSolid experience developing in a Linux/Unix environment including hands-ondevelopment experience with Big Data and modern analytics frameworks (Hadoop andMap Reduce, for example).Experienced in modern software development techniques (Test driven development,Agile)Self-starter who can work independently.Strong verbal and written communication skills, a team-player able to take initiative aswell as follow a plan and work collaboratively in a small yet multidisciplinary team.Do you have a Git account?Preferred Skills:PhD preferredPrior knowledge with Amazon EC2 or Google App Engine infrastructure anddevelopment/deployment of applicationsExperience in programming for distributed computing environment.Experience working with Web tool development.Experience working with databases.Experience in building recommender systems is a plus"
"140","San Jose, CA, USA","Data ScientistBuild and evaluate predictive and decision models to be deployed in production systems, or for researchAnalysis of large amounts of historical data, determining suitability for modeling, data clean-up and filtering, pattern identification and variable creation, selection of sampling criteria, generating performance definitions and variablesConducting experiments with different types of algorithms and models, analyzing performance, to identify the best algorithms to employ.Architect and develop operational models that run at scale thru partnership with data engineer teamsMasterís degree or higher in Statistics/Math/Computer Science or related fieldBackground in applied statistical modeling on large experimental or observational data setsExperience extracting data from a variety of sources, and a desire to expand those skills (working knowledge SQL is required, Spark is a plus)Experience with one or more statistical or machine learning software such as R, Python, etc.Must showcase past work through published articles/GitHub/social media"
"141","San Jose, CA, USA","About ThreatMetrixThreatMetrix, The Digital Identity Company, is the market-leading cloud solution for authenticating digital identities and transactions on the Internet. Verifying more than 25 billion annual transactions supporting 35,000 websites and 5,000+ customers globally through the ThreatMetrix Digital Identity Network, ThreatMetrix secures businesses and end users against account takeover, payment fraud and fraudulent account registrations resulting from malware and data breaches. Key benefits include an improved customer experience, reduced friction, revenue gain, and lower fraud and operational costs. The ThreatMetrix solution is deployed across a variety of industries, including financial services, e-commerce, payments and lending, media, government, and insurance.About the TeamThe ThreatMetrix engineering team is an international team that includes experts in digital identity, device intelligence, fraud detection, real time systems, Software as a Service (SaaS) applications, machine learning, and data analytics. We are an Agile engineering team using concepts such as Scrum, Continuous Integration, and Continuous Improvement. The team is led by Andreas Baumhof, CTO and SVP Engineering, who is an internationally renowned cyber-security thought leader and former executive director, CEO and co-founder of Australian-based TrustDefender. We leverage many powerful open source packages including Hadoop, Impala, Kafka, Spark, Cassandra, Aerospike and many more to build our solutions.About YouThreatMetrix is seeking an outgoing, curious, interdisciplinary machine learning scientist that has a passion for modeling and data analysis. Bring a combination of mathematical rigor and innovative algorithm design to create recipes that extract intelligence from billions of rows of data to improve our digital identity solutions and fraud detection capabilities.Build data pipeline and translate unstructured, complex business problems into well-defined feature space, implement elegant and efficient learning algorithms to work at scale.Expected Personal SkillsClear and effective English communicator of technical issuesTeam player who works effectively with self-managed cross-functional teamsOrganized, methodical, and detail orientedAbility to work with geographically dispersed teamsCommitted to the success of the team and the companyRequirementsHands-on analysis on large amount of historical data leading to the understanding of the data implications. Knowledgeable about statistical modeling, machine learning techniques and working experience from prototyping to production.Deep understanding of feature engineering and variable selection. Practical knowledge of regression models, decision trees, anomaly detection, and deep learning.Experience with Java, Python and Unix/Linux platform. Familiarity with best practices in software design and testing.Experience with latest big data computation and analytics platforms (Hadoop, Spark, Kafka, Impala, etc.).Experience in computer security and fraud detection is a plus.ExperienceMS or PhD in Computer Science, Statistics, Math, Operations Research, etc.2+ years of quantitative experience with large data-sets, from prototyping to business impact."
